Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Panama,8.538,-80.7821,03-19-20,109,1,0,108,Americas
,Papua New Guinea,-6.314993,143.95555,03-19-20,0,0,0,0,Western Pacific
,Paraguay,-23.4425,-58.4438,03-19-20,11,0,0,11,Americas
,Peru,-9.19,-75.0152,03-19-20,234,0,1,233,Americas
,Philippines,12.879721,121.774017,03-19-20,217,17,8,192,Western Pacific
,Poland,51.9194,19.1451,03-19-20,355,5,1,349,Europe
,Portugal,39.3999,-8.2245,03-19-20,785,3,3,779,Europe
,Qatar,25.3548,51.1839,03-19-20,460,0,4,456,Eastern Mediterranean
,Romania,45.9432,24.9668,03-19-20,277,0,25,252,Europe
,Russia,61.52401,105.318756,03-19-20,199,1,9,189,Europe
,Rwanda,-1.9403,29.8739,03-19-20,8,0,0,8,Africa
,Saint Lucia,13.9094,-60.9789,03-19-20,2,0,0,2,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,03-19-20,1,0,0,1,Americas
,San Marino,43.9424,12.4578,03-19-20,119,11,4,104,Europe
,Saudi Arabia,23.885942,45.079162,03-19-20,274,0,6,268,Eastern Mediterranean
,Senegal,14.4974,-14.4524,03-19-20,31,0,2,29,Africa
,Serbia,44.0165,21.0059,03-19-20,103,0,1,102,Europe
,Seychelles,-4.6796,55.492,03-19-20,6,0,0,6,Africa
,Singapore,1.2833,103.8333,03-19-20,345,0,114,231,Western Pacific
,Slovakia,48.669,19.699,03-19-20,123,1,0,122,Europe
,Slovenia,46.1512,14.9955,03-19-20,286,1,0,285,Europe
,Somalia,5.152149,46.199616,03-19-20,1,0,0,1,Eastern Mediterranean
,South Africa,-30.5595,22.9375,03-19-20,150,0,0,150,Africa
,Spain,40.463667,-3.74922,03-19-20,17963,830,1107,16026,Europe
,Sri Lanka,7.873054,80.771797,03-19-20,60,0,3,57,South-East Asia
,Sudan,12.8628,30.2176,03-19-20,2,1,0,1,Eastern Mediterranean
,Suriname,3.9193,-56.0278,03-19-20,1,0,0,1,Americas
,Sweden,60.128161,18.643501,03-19-20,1439,11,0,1428,Europe
,Switzerland,46.8182,8.2275,03-19-20,4075,41,15,4019,Europe
,Taiwan*,23.7,121,03-19-20,108,1,26,81,Western Pacific
,Tanzania,-6.369028,34.888822,03-19-20,6,0,0,6,Africa
,Thailand,15.870032,100.992541,03-19-20,272,1,42,229,South-East Asia
,Togo,8.6195,0.8248,03-19-20,1,0,0,1,Africa
,Trinidad and Tobago,10.6918,-61.2225,03-19-20,9,0,0,9,Americas
,Tunisia,33.886917,9.537499,03-19-20,39,1,0,38,Eastern Mediterranean
,Turkey,38.9637,35.2433,03-19-20,192,3,0,189,Europe
,Uganda,1.373333,32.290275,03-19-20,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,03-19-20,16,2,0,14,Europe
,United Arab Emirates,23.424076,53.847818,03-19-20,140,0,31,109,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,03-19-20,2,0,0,2,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,03-19-20,3,1,0,2,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,03-19-20,11,0,0,11,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,03-19-20,10,0,2,8,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,03-19-20,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,03-19-20,1,0,0,1,Europe
,United Kingdom,55.3781,-3.436,03-19-20,6506,158,65,6283,Europe
,Uruguay,-32.5228,-55.7658,03-19-20,94,0,0,94,Americas
,US,40,-100,03-19-20,14157,265,121,13771,Americas
,Uzbekistan,41.377491,64.585262,03-19-20,23,0,0,23,Europe
,Venezuela,6.4238,-66.5897,03-19-20,42,0,0,42,Americas
,Vietnam,14.058324,108.277199,03-19-20,85,0,16,69,Western Pacific
,Zambia,-13.133897,27.849332,03-19-20,2,0,0,2,Africa
,Zimbabwe,-19.015438,29.154857,03-19-20,0,0,0,0,Africa
,Dominica,15.415,-61.371,03-19-20,0,0,0,0,Americas
,Grenada,12.1165,-61.679,03-19-20,0,0,0,0,Americas
,Mozambique,-18.665695,35.529562,03-19-20,0,0,0,0,Africa
,Syria,34.802075,38.996815,03-19-20,0,0,0,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,03-19-20,0,0,0,0,South-East Asia
,Belize,17.1899,-88.4976,03-19-20,0,0,0,0,Americas
,Laos,19.85627,102.495496,03-19-20,0,0,0,0,Western Pacific
,Libya,26.3351,17.228331,03-19-20,0,0,0,0,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,03-19-20,44,0,0,44,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,03-19-20,0,0,0,0,Africa
,Mali,17.570692,-3.996166,03-19-20,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,03-19-20,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,03-19-20,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,03-19-20,0,0,0,0,Americas
,Kosovo,42.602636,20.902977,03-19-20,0,0,0,0,Europe
,Burma,21.9162,95.956,03-19-20,0,0,0,0,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,03-19-20,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,03-19-20,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,03-19-20,0,0,0,0,Europe
,Botswana,-22.3285,24.6849,03-19-20,0,0,0,0,Africa
,Burundi,-3.3731,29.9189,03-19-20,0,0,0,0,Africa
,Sierra Leone,8.460555,-11.779889,03-19-20,0,0,0,0,Africa
,Malawi,-13.2543,34.3015,03-19-20,0,0,0,0,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,03-19-20,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,03-19-20,0,0,0,0,Europe
,South Sudan,6.877,31.307,03-19-20,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,03-19-20,0,0,0,0,Africa
,Sao Tome and Principe,0.1864,6.6131,03-19-20,0,0,0,0,Africa
,Yemen,15.552727,48.516388,03-19-20,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,03-19-20,0,0,0,0,Africa
,Tajikistan,38.861,71.2761,03-19-20,0,0,0,0,Europe
,Lesotho,-29.61,28.2336,03-19-20,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,03-20-20,24,0,1,23,Eastern Mediterranean
,Albania,41.1533,20.1683,03-20-20,70,2,0,68,Europe
,Algeria,28.0339,1.6596,03-20-20,90,11,32,47,Africa
,Andorra,42.5063,1.5218,03-20-20,75,0,1,74,Europe
,Angola,-11.2027,17.8739,03-20-20,1,0,0,1,Africa
,Antigua and Barbuda,17.0608,-61.7964,03-20-20,1,0,0,1,Americas
,Argentina,-38.4161,-63.6167,03-20-20,128,3,3,122,Americas
,Armenia,40.0691,45.0382,03-20-20,136,0,1,135,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,03-20-20,6,0,0,6,Western Pacific
New South Wales,Australia,-33.8688,151.2093,03-20-20,353,6,4,343,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,03-20-20,3,0,0,3,Western Pacific
Queensland,Australia,-27.4698,153.0251,03-20-20,184,0,8,176,Western Pacific
South Australia,Australia,-34.9285,138.6007,03-20-20,50,0,3,47,Western Pacific
Tasmania,Australia,-42.8821,147.3272,03-20-20,10,0,3,7,Western Pacific
Victoria,Australia,-37.8136,144.9631,03-20-20,121,0,8,113,Western Pacific
Western Australia,Australia,-31.9505,115.8605,03-20-20,64,1,0,63,Western Pacific
,Austria,47.5162,14.5501,03-20-20,2388,6,9,2373,Europe
,Azerbaijan,40.1431,47.5769,03-20-20,44,1,6,37,Europe
,Bahamas,25.025885,-78.035889,03-20-20,3,0,0,3,Americas
,Bahrain,26.0275,50.55,03-20-20,285,1,100,184,Eastern Mediterranean
,Bangladesh,23.685,90.3563,03-20-20,20,1,3,16,South-East Asia
,Barbados,13.1939,-59.5432,03-20-20,5,0,0,5,Americas
,Belarus,53.7098,27.9534,03-20-20,69,0,5,64,Europe
,Belgium,50.8333,4.469936,03-20-20,2257,37,1,2219,Europe
,Benin,9.3077,2.3158,03-20-20,2,0,0,2,Africa
,Bhutan,27.5142,90.4336,03-20-20,2,0,0,2,South-East Asia
,Bolivia,-16.2902,-63.5887,03-20-20,15,0,0,15,Americas
,Bosnia and Herzegovina,43.9159,17.6791,03-20-20,89,0,2,87,Europe
,Brazil,-14.235,-51.9253,03-20-20,793,11,2,780,Americas
,Brunei,4.5353,114.7277,03-20-20,78,0,1,77,Western Pacific
,Bulgaria,42.7339,25.4858,03-20-20,127,3,0,124,Europe
,Burkina Faso,12.2383,-1.5616,03-20-20,40,1,0,39,Africa
,Cabo Verde,16.5388,-23.0418,03-20-20,1,0,0,1,Africa
,Cambodia,11.55,104.9167,03-20-20,51,0,1,50,Western Pacific
,Cameroon,3.848,11.5021,03-20-20,20,0,0,20,Africa
Alberta,Canada,53.9333,-116.5765,03-20-20,146,1,0,145,Americas
British Columbia,Canada,53.7267,-127.6476,03-20-20,271,8,0,263,Americas
Manitoba,Canada,53.7609,-98.8139,03-20-20,17,0,0,17,Americas
New Brunswick,Canada,46.5653,-66.4619,03-20-20,11,0,0,11,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,03-20-20,4,0,0,4,Americas
Nova Scotia,Canada,44.682,-63.7443,03-20-20,15,0,0,15,Americas
Ontario,Canada,51.2538,-85.3232,03-20-20,308,2,0,306,Americas
Prince Edward Island,Canada,46.5107,-63.4168,03-20-20,2,0,0,2,Americas
Quebec,Canada,52.9399,-73.5491,03-20-20,139,1,0,138,Americas
Saskatchewan,Canada,52.9399,-106.4509,03-20-20,20,0,0,20,Americas
,Central African Republic,6.6111,20.9394,03-20-20,3,0,0,3,Africa
,Chad,15.4542,18.7322,03-20-20,1,0,0,1,Africa
,Chile,-35.6751,-71.543,03-20-20,461,0,6,455,Americas
Anhui,China,31.8257,117.2264,03-20-20,990,6,984,0,Western Pacific
Beijing,China,40.1824,116.4142,03-20-20,491,8,390,93,Western Pacific
Chongqing,China,30.0572,107.874,03-20-20,576,6,570,0,Western Pacific
Fujian,China,26.0789,117.9874,03-20-20,299,1,295,3,Western Pacific
Gansu,China,35.7518,104.2861,03-20-20,134,2,98,34,Western Pacific
Guangdong,China,23.3417,113.4244,03-20-20,1395,8,1323,64,Western Pacific
Guangxi,China,23.8298,108.7881,03-20-20,254,2,250,2,Western Pacific
Guizhou,China,26.8154,106.8748,03-20-20,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,03-20-20,168,6,161,1,Western Pacific
Hebei,China,39.549,116.1306,03-20-20,318,6,0,312,Western Pacific
Heilongjiang,China,47.862,127.7615,03-20-20,484,13,463,8,Western Pacific
Henan,China,37.8957,114.9042,03-20-20,1273,22,0,1251,Western Pacific
Hong Kong,China,22.3,114.2,03-20-20,256,4,98,154,Western Pacific
Hubei,China,30.9756,112.2707,03-20-20,67800,3133,58382,6285,Western Pacific
Hunan,China,27.6104,111.7088,03-20-20,1018,4,1014,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,03-20-20,75,1,74,0,Western Pacific
Jiangsu,China,32.9711,119.455,03-20-20,631,0,631,0,Western Pacific
Jiangxi,China,27.614,115.7221,03-20-20,935,1,934,0,Western Pacific
Jilin,China,43.6661,126.1923,03-20-20,93,1,92,0,Western Pacific
Liaoning,China,41.2956,122.6085,03-20-20,126,2,122,2,Western Pacific
Macau,China,22.1667,113.55,03-20-20,17,0,10,7,Western Pacific
Ningxia,China,37.2692,106.1655,03-20-20,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,03-20-20,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,03-20-20,247,3,237,7,Western Pacific
Shandong,China,36.3427,118.1498,03-20-20,762,7,748,7,Western Pacific
Shanghai,China,31.202,121.4491,03-20-20,371,3,326,42,Western Pacific
Shanxi,China,37.5777,112.2922,03-20-20,133,0,133,0,Western Pacific
Sichuan,China,30.6171,102.7103,03-20-20,541,3,536,2,Western Pacific
Tianjin,China,39.3054,117.323,03-20-20,137,3,133,1,Western Pacific
Tibet,China,31.6927,88.0924,03-20-20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,03-20-20,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,03-20-20,176,2,172,2,Western Pacific
Zhejiang,China,29.1832,120.0934,03-20-20,1234,1,1219,14,Western Pacific
,Colombia,4.5709,-74.2973,03-20-20,158,0,1,157,Americas
,Congo (Brazzaville),-0.228,15.8277,03-20-20,3,0,0,3,Africa
,Congo (Kinshasa),-4.0383,21.7587,03-20-20,18,0,0,18,Africa
,Costa Rica,9.7489,-83.7534,03-20-20,89,1,0,88,Americas
,Cote d'Ivoire,7.54,-5.5471,03-20-20,9,0,1,8,Africa
,Croatia,45.1,15.2,03-20-20,128,1,5,122,Europe
,Cuba,21.521757,-77.781167,03-20-20,16,1,0,15,Americas
,Cyprus,35.1264,33.4299,03-20-20,67,0,0,67,Europe
,Czechia,49.8175,15.473,03-20-20,833,0,4,829,Europe
Faroe Islands,Denmark,61.8926,-6.9118,03-20-20,80,0,0,80,Europe
Greenland,Greenland,71.7069,-42.6043,03-20-20,2,0,0,2,Europe
,Denmark,56.2639,9.5018,03-20-20,1255,9,1,1245,Europe
,Djibouti,11.8251,42.5903,03-20-20,1,0,0,1,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,03-20-20,72,2,0,70,Americas
,Ecuador,-1.8312,-78.1834,03-20-20,367,5,0,362,Americas
,Egypt,26.820553,30.802498,03-20-20,285,8,39,238,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,03-20-20,1,0,0,1,Americas
,Equatorial Guinea,1.6508,10.2679,03-20-20,6,0,0,6,Africa
,Eritrea,15.1794,39.7823,03-20-20,0,0,0,0,Africa
,Estonia,58.5953,25.0136,03-20-20,283,0,1,282,Europe
,Eswatini,-26.5225,31.4659,03-20-20,1,0,0,1,Africa
,Ethiopia,9.145,40.4897,03-20-20,9,0,0,9,Africa
,Fiji,-17.7134,178.065,03-20-20,1,0,0,1,Western Pacific
,Finland,61.92411,25.748151,03-20-20,450,0,10,440,Europe
French Guiana,France,3.9339,-53.1258,03-20-20,15,0,0,15,Europe
French Polynesia,France,-17.6797,149.4068,03-20-20,11,0,0,11,Europe
Guadeloupe,France,16.265,-61.551,03-20-20,45,0,0,45,Europe
Mayotte,France,-12.8275,45.166244,03-20-20,6,0,0,6,Europe
New Caledonia,France,-20.904305,165.618042,03-20-20,2,0,0,2,Europe
Reunion,France,-21.1151,55.5364,03-20-20,28,0,0,28,Europe
Saint Barthelemy,France,17.9,-62.8333,03-20-20,3,0,0,3,Europe
St Martin,France,18.0708,-63.0501,03-20-20,4,0,0,4,Europe
Martinique,France,14.6415,-61.0242,03-20-20,32,1,0,31,Europe
,France,46.2276,2.2137,03-20-20,12612,450,12,12150,Europe
,Gabon,-0.8037,11.6094,03-20-20,3,1,0,2,Africa
,Gambia,13.4432,-15.3101,03-20-20,1,0,0,1,Africa
,Georgia,42.3154,43.3569,03-20-20,43,0,1,42,Europe
,Germany,51.165691,10.451526,03-20-20,19848,67,180,19601,Europe
,Ghana,7.9465,-1.0232,03-20-20,16,0,0,16,Africa
,Greece,39.0742,21.8243,03-20-20,495,6,19,470,Europe
,Guatemala,15.7835,-90.2308,03-20-20,12,1,0,11,Americas
,Guinea,9.9456,-9.6966,03-20-20,1,0,0,1,Africa
,Guyana,4.860416,-58.93018,03-20-20,7,1,0,6,Americas
,Haiti,18.9712,-72.2852,03-20-20,2,0,0,2,Americas
,Holy See,41.9029,12.4534,03-20-20,1,0,0,1,Europe
,Honduras,15.2,-86.2419,03-20-20,24,0,0,24,Americas
,Hungary,47.1625,19.5033,03-20-20,85,3,2,80,Europe
,Iceland,64.9631,-19.0208,03-20-20,409,0,5,404,Europe
,India,20.593684,78.96288,03-20-20,244,5,20,219,South-East Asia
,Indonesia,-0.7893,113.9213,03-20-20,369,32,15,322,South-East Asia
,Iran,32.427908,53.688046,03-20-20,19644,1433,6745,11466,Eastern Mediterranean
,Iraq,33.223191,43.679291,03-20-20,208,17,49,142,Eastern Mediterranean
,Ireland,53.1424,-7.6921,03-20-20,683,3,5,675,Europe
,Israel,31.046051,34.851612,03-20-20,529,0,14,515,Europe
,Italy,41.87194,12.56738,03-20-20,47021,4032,4440,38549,Europe
,Jamaica,18.1096,-77.2975,03-20-20,16,1,2,13,Americas
,Japan,36.204824,138.252924,03-20-20,1022,34,191,797,Western Pacific
,Jordan,31.24,36.51,03-20-20,85,0,1,84,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,03-20-20,49,3,0,46,Europe
,Kenya,-0.0236,37.9062,03-20-20,7,0,0,7,Africa
,South Korea,35.907757,127.766922,03-20-20,8652,94,1540,7018,Western Pacific
,Kuwait,29.31166,47.481766,03-20-20,159,0,18,141,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,03-20-20,6,0,0,6,Europe
,Latvia,56.8796,24.6032,03-20-20,111,0,1,110,Europe
,Lebanon,33.8547,35.8623,03-20-20,163,4,4,155,Eastern Mediterranean
,Liberia,6.428055,-9.429499,03-20-20,2,0,0,2,Africa
,Liechtenstein,47.14,9.55,03-20-20,28,0,1,27,Europe
,Lithuania,55.1694,23.8813,03-20-20,49,0,1,48,Europe
,Luxembourg,49.8153,6.1296,03-20-20,484,4,0,480,Europe
,Madagascar,-18.766947,46.869107,03-20-20,3,0,0,3,Africa
,Malaysia,4.210484,101.975766,03-20-20,1030,3,87,940,Western Pacific
,Maldives,3.2028,73.2207,03-20-20,13,0,0,13,South-East Asia
,Malta,35.9375,14.3754,03-20-20,64,0,2,62,Europe
,Mauritania,21.0079,-10.9408,03-20-20,2,0,0,2,Africa
,Mauritius,-20.348404,57.552152,03-20-20,12,0,0,12,Africa
,Mexico,23.6345,-102.5528,03-20-20,203,2,4,197,Americas
,Moldova,47.4116,28.3699,03-20-20,66,1,1,64,Europe
,Monaco,43.7333,7.4167,03-20-20,11,0,0,11,Europe
,Mongolia,46.8625,103.8467,03-20-20,6,0,0,6,Western Pacific
,Montenegro,42.708678,19.37439,03-20-20,14,0,0,14,Europe
,Morocco,31.7917,-7.0926,03-20-20,77,3,1,73,Eastern Mediterranean
,Namibia,-22.9576,18.4904,03-20-20,3,0,0,3,Africa
,Nepal,28.1667,84.25,03-20-20,1,0,1,0,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,03-20-20,5,0,0,5,Europe
Curacao,Netherlands,12.1696,-68.99,03-20-20,3,1,0,2,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,03-20-20,1,0,0,1,Europe
,Netherlands,52.1326,5.2913,03-20-20,2994,106,0,2888,Europe
,New Zealand,-40.9006,174.886,03-20-20,39,0,0,39,Western Pacific
,Nicaragua,12.865416,-85.207229,03-20-20,1,0,0,1,Americas
,Niger,17.607789,8.081666,03-20-20,1,0,0,1,Africa
,Nigeria,9.082,8.6753,03-20-20,12,0,1,11,Africa
,North Macedonia,41.6086,21.7453,03-20-20,67,0,1,66,Europe
,Norway,60.472,8.4689,03-20-20,1914,7,1,1906,Europe
,Oman,21.512583,55.923255,03-20-20,48,0,12,36,Eastern Mediterranean
,Pakistan,30.3753,69.3451,03-20-20,730,3,13,714,Eastern Mediterranean
,Panama,8.538,-80.7821,03-20-20,137,1,0,136,Americas
,Papua New Guinea,-6.314993,143.95555,03-20-20,1,0,0,1,Western Pacific
,Paraguay,-23.4425,-58.4438,03-20-20,13,0,0,13,Americas
,Peru,-9.19,-75.0152,03-20-20,234,3,1,230,Americas
,Philippines,12.879721,121.774017,03-20-20,230,18,8,204,Western Pacific
,Poland,51.9194,19.1451,03-20-20,425,5,1,419,Europe
,Portugal,39.3999,-8.2245,03-20-20,1020,6,5,1009,Europe
,Qatar,25.3548,51.1839,03-20-20,470,0,10,460,Eastern Mediterranean
,Romania,45.9432,24.9668,03-20-20,308,0,25,283,Europe
,Russia,61.52401,105.318756,03-20-20,253,1,9,243,Europe
,Rwanda,-1.9403,29.8739,03-20-20,17,0,0,17,Africa
,Saint Lucia,13.9094,-60.9789,03-20-20,2,0,0,2,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,03-20-20,1,0,0,1,Americas
,San Marino,43.9424,12.4578,03-20-20,144,14,4,126,Europe
,Saudi Arabia,23.885942,45.079162,03-20-20,344,0,8,336,Eastern Mediterranean
,Senegal,14.4974,-14.4524,03-20-20,38,0,2,36,Africa
,Serbia,44.0165,21.0059,03-20-20,135,1,1,133,Europe
,Seychelles,-4.6796,55.492,03-20-20,7,0,0,7,Africa
,Singapore,1.2833,103.8333,03-20-20,385,0,124,261,Western Pacific
,Slovakia,48.669,19.699,03-20-20,137,1,0,136,Europe
,Slovenia,46.1512,14.9955,03-20-20,341,1,0,340,Europe
,Somalia,5.152149,46.199616,03-20-20,1,0,0,1,Eastern Mediterranean
,South Africa,-30.5595,22.9375,03-20-20,202,0,0,202,Africa
,Spain,40.463667,-3.74922,03-20-20,20410,1043,1588,17779,Europe
,Sri Lanka,7.873054,80.771797,03-20-20,73,0,3,70,South-East Asia
,Sudan,12.8628,30.2176,03-20-20,2,1,0,1,Eastern Mediterranean
,Suriname,3.9193,-56.0278,03-20-20,4,0,0,4,Americas
,Sweden,60.128161,18.643501,03-20-20,1639,16,0,1623,Europe
,Switzerland,46.8182,8.2275,03-20-20,5294,54,15,5225,Europe
,Taiwan*,23.7,121,03-20-20,135,2,26,107,Western Pacific
,Tanzania,-6.369028,34.888822,03-20-20,6,0,0,6,Africa
,Thailand,15.870032,100.992541,03-20-20,322,1,42,279,South-East Asia
,Togo,8.6195,0.8248,03-20-20,9,0,1,8,Africa
,Trinidad and Tobago,10.6918,-61.2225,03-20-20,9,0,0,9,Americas
,Tunisia,33.886917,9.537499,03-20-20,54,1,0,53,Eastern Mediterranean
,Turkey,38.9637,35.2433,03-20-20,359,4,0,355,Europe
,Uganda,1.373333,32.290275,03-20-20,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,03-20-20,29,3,0,26,Europe
,United Arab Emirates,23.424076,53.847818,03-20-20,140,2,31,107,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,03-20-20,2,0,0,2,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,03-20-20,3,1,0,2,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,03-20-20,14,0,0,14,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,03-20-20,10,0,2,8,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,03-20-20,1,0,0,1,Europe
Montserrat,United Kingdom,16.742498,-62.187366,03-20-20,1,0,0,1,Europe
,United Kingdom,55.3781,-3.436,03-20-20,7760,194,65,7501,Europe
,Uruguay,-32.5228,-55.7658,03-20-20,110,0,0,110,Americas
,US,40,-100,03-20-20,19479,362,147,18970,Americas
,Uzbekistan,41.377491,64.585262,03-20-20,33,0,0,33,Europe
,Venezuela,6.4238,-66.5897,03-20-20,42,0,0,42,Americas
,Vietnam,14.058324,108.277199,03-20-20,91,0,16,75,Western Pacific
,Zambia,-13.133897,27.849332,03-20-20,2,0,0,2,Africa
,Zimbabwe,-19.015438,29.154857,03-20-20,1,0,0,1,Africa
,Dominica,15.415,-61.371,03-20-20,0,0,0,0,Americas
,Grenada,12.1165,-61.679,03-20-20,0,0,0,0,Americas
,Mozambique,-18.665695,35.529562,03-20-20,0,0,0,0,Africa
,Syria,34.802075,38.996815,03-20-20,0,0,0,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,03-20-20,0,0,0,0,South-East Asia
,Belize,17.1899,-88.4976,03-20-20,0,0,0,0,Americas
,Laos,19.85627,102.495496,03-20-20,0,0,0,0,Western Pacific
,Libya,26.3351,17.228331,03-20-20,0,0,0,0,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,03-20-20,47,0,17,30,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,03-20-20,0,0,0,0,Africa
,Mali,17.570692,-3.996166,03-20-20,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,03-20-20,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,03-20-20,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,03-20-20,0,0,0,0,Americas
,Kosovo,42.602636,20.902977,03-20-20,0,0,0,0,Europe
,Burma,21.9162,95.956,03-20-20,0,0,0,0,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,03-20-20,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,03-20-20,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,03-20-20,0,0,0,0,Europe
,Botswana,-22.3285,24.6849,03-20-20,0,0,0,0,Africa
,Burundi,-3.3731,29.9189,03-20-20,0,0,0,0,Africa
,Sierra Leone,8.460555,-11.779889,03-20-20,0,0,0,0,Africa
,Malawi,-13.2543,34.3015,03-20-20,0,0,0,0,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,03-20-20,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,03-20-20,0,0,0,0,Europe
,South Sudan,6.877,31.307,03-20-20,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,03-20-20,0,0,0,0,Africa
,Sao Tome and Principe,0.1864,6.6131,03-20-20,0,0,0,0,Africa
,Yemen,15.552727,48.516388,03-20-20,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,03-20-20,0,0,0,0,Africa
,Tajikistan,38.861,71.2761,03-20-20,0,0,0,0,Europe
,Lesotho,-29.61,28.2336,03-20-20,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,03-21-20,24,0,1,23,Eastern Mediterranean
,Albania,41.1533,20.1683,03-21-20,76,2,2,72,Europe
,Algeria,28.0339,1.6596,03-21-20,139,15,32,92,Africa
,Andorra,42.5063,1.5218,03-21-20,88,0,1,87,Europe
,Angola,-11.2027,17.8739,03-21-20,2,0,0,2,Africa
,Antigua and Barbuda,17.0608,-61.7964,03-21-20,1,0,0,1,Americas
,Argentina,-38.4161,-63.6167,03-21-20,158,4,3,151,Americas
,Armenia,40.0691,45.0382,03-21-20,160,0,1,159,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,03-21-20,9,0,0,9,Western Pacific
New South Wales,Australia,-33.8688,151.2093,03-21-20,436,6,4,426,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,03-21-20,3,0,0,3,Western Pacific
Queensland,Australia,-27.4698,153.0251,03-21-20,221,0,8,213,Western Pacific
South Australia,Australia,-34.9285,138.6007,03-21-20,67,0,3,64,Western Pacific
Tasmania,Australia,-42.8821,147.3272,03-21-20,16,0,3,13,Western Pacific
Victoria,Australia,-37.8136,144.9631,03-21-20,229,0,8,221,Western Pacific
Western Australia,Australia,-31.9505,115.8605,03-21-20,90,1,0,89,Western Pacific
,Austria,47.5162,14.5501,03-21-20,2814,8,9,2797,Europe
,Azerbaijan,40.1431,47.5769,03-21-20,53,1,11,41,Europe
,Bahamas,25.025885,-78.035889,03-21-20,4,0,0,4,Americas
,Bahrain,26.0275,50.55,03-21-20,305,1,125,179,Eastern Mediterranean
,Bangladesh,23.685,90.3563,03-21-20,25,2,3,20,South-East Asia
,Barbados,13.1939,-59.5432,03-21-20,6,0,0,6,Americas
,Belarus,53.7098,27.9534,03-21-20,76,0,15,61,Europe
,Belgium,50.8333,4.469936,03-21-20,2815,67,263,2485,Europe
